line_length,word_count,verb_percentage,adj_percentage,stopword_percentage,punctuation_percentage,number_percentage,proper_noun_percentage,Award,Bullet,Certification,Contact,Date,Degree,Heading,Interest,Location,Name,Organization,Skill,Summary,Title,Training,Unknown,Volunteer
230,28,5.0,5.0,0.8999999999999999,5.7,2.5,15.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,19,4.2,4.2,4.8,4.8,0.0,12.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,50,13.0,11.1,5.3,1.7999999999999998,3.6999999999999997,3.6999999999999997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,34,5.3,5.3,5.800000000000001,2.3,5.3,34.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,12,0.0,0.0,0.0,11.1,5.8999999999999995,52.900000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
199,30,8.3,0.0,1.5,4.0,8.3,19.400000000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,10,8.3,0.0,3.1,3.1,0.0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
102,17,5.6000000000000005,22.2,4.9,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
76,10,0.0,0.0,0.0,6.6000000000000005,7.7,61.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
159,24,7.1,7.1,3.1,2.5,10.7,32.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
321,54,11.899999999999999,3.4000000000000004,4.3999999999999995,1.6,3.4000000000000004,16.900000000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,30,12.1,6.1,4.1000000000000005,1.5,0.0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
76,12,0.0,6.7,2.6,5.3,6.7,40.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
75,9,0.0,0.0,0.0,2.7,0.0,81.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,11,6.7,0.0,0.0,4.3,0.0,53.300000000000004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,5,0.0,0.0,0.0,3.2,20.0,80.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,10,0.0,0.0,0.0,3.5999999999999996,7.1,71.39999999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,9,0.0,0.0,2.3,6.800000000000001,0.0,58.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,7,0.0,0.0,0.0,5.800000000000001,0.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22,3,25.0,25.0,0.0,4.5,0.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
55,7,0.0,0.0,1.7999999999999998,3.5999999999999996,0.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42,7,0.0,0.0,2.4,4.8,12.5,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
69,8,0.0,8.3,0.0,4.3,0.0,58.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,14,0.0,0.0,1.7000000000000002,6.0,0.0,55.00000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,12,0.0,7.1,2.6,2.6,14.299999999999999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
101,16,0.0,0.0,1.0,5.0,5.0,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60,12,0.0,0.0,0.0,13.3,5.3,52.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45,9,0.0,0.0,0.0,15.6,6.7,53.300000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66,9,0.0,40.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14,2,0.0,0.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12,1,0.0,100.0,0.0,16.7,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,0.0,0.0,0.0,11.799999999999999,33.300000000000004,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,0.0,0.0,0.0,18.4,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2,0.0,0.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
85,16,0.0,5.8999999999999995,5.8999999999999995,1.2,5.8999999999999995,29.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
94,15,5.3,26.3,3.2,3.2,10.5,5.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
85,12,16.7,8.3,4.7,0.0,0.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
99,16,15.8,15.8,3.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
86,14,6.2,12.5,5.800000000000001,2.3,6.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90,12,6.2,0.0,2.1999999999999997,5.6000000000000005,6.2,37.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
95,14,0.0,13.3,5.3,1.0999999999999999,0.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
89,14,13.3,13.3,4.5,1.0999999999999999,0.0,26.700000000000003,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,1,0.0,0.0,0.0,9.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18,3,0.0,33.300000000000004,0.0,0.0,0.0,66.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15,3,0.0,33.300000000000004,0.0,0.0,0.0,66.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,3,0.0,0.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12,2,50.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19,3,0.0,33.300000000000004,0.0,0.0,0.0,66.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14,3,0.0,33.300000000000004,0.0,0.0,0.0,66.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,4,0.0,0.0,0.0,0.0,0.0,75.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,2,0.0,0.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,3,0.0,0.0,0.0,4.8,0.0,80.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
61,13,7.1,7.1,8.200000000000001,1.6,7.1,14.299999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,11,16.7,8.3,2.9000000000000004,2.9000000000000004,8.3,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,12,0.0,6.2,2.1999999999999997,4.3,0.0,6.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,12,13.3,0.0,5.2,3.9,0.0,6.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0.0,0.0,0.0,0.0,100.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33,6,0.0,0.0,0.0,3.0,0.0,75.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,2,0.0,0.0,0.0,0.0,66.7,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22,3,0.0,33.300000000000004,0.0,0.0,0.0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90,17,22.2,0.0,5.6000000000000005,1.0999999999999999,11.1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,5,0.0,0.0,6.5,0.0,20.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,14,11.1,0.0,5.800000000000001,4.7,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,0.0,100.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,16,5.8999999999999995,5.8999999999999995,6.6000000000000005,1.0999999999999999,5.8999999999999995,5.8999999999999995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,10,20.0,10.0,8.3,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2,0.0,0.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90,13,13.3,6.7,3.3000000000000003,2.1999999999999997,0.0,6.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,4,0.0,0.0,0.0,0.0,0.0,25.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,15,23.5,5.8999999999999995,4.2,2.1,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,14,21.4,0.0,3.5999999999999996,0.0,0.0,7.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,12,7.1,7.1,2.1,2.1,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,17,0.0,0.0,7.7,2.1999999999999997,10.5,5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2,0.0,50.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
93,15,5.3,10.5,3.2,4.3,0.0,5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,12,7.1,28.599999999999998,3.1,3.1,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,15,6.2,18.8,3.2,3.2,6.2,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,19,15.8,10.5,12.2,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,5,20.0,0.0,0.0,0.0,20.0,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
90,1,0.0,0.0,0.0,100.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26,5,0.0,0.0,0.0,3.8,0.0,71.39999999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,2,0.0,0.0,0.0,0.0,66.7,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,1,0.0,0.0,0.0,11.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69,14,6.7,6.7,5.800000000000001,1.4000000000000001,6.7,6.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,17,15.8,5.3,8.0,2.3,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,15,12.5,18.8,4.7,2.3,12.5,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,18,16.7,0.0,6.800000000000001,0.0,5.6000000000000005,5.6000000000000005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,10,0.0,0.0,0.0,5.800000000000001,0.0,71.39999999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,2,0.0,0.0,0.0,0.0,66.7,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44,4,0.0,0.0,0.0,2.3,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88,17,17.599999999999998,5.8999999999999995,5.7,0.0,17.599999999999998,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,15,20.0,20.0,3.2,0.0,6.7,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,8,11.1,11.1,1.9,1.9,22.2,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,16,6.2,12.5,6.800000000000001,0.0,0.0,6.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,16,22.2,0.0,5.3,2.1,0.0,11.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,5,0.0,0.0,8.0,0.0,20.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,5,0.0,0.0,0.0,0.0,0.0,83.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,2,0.0,0.0,0.0,0.0,66.7,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20,2,0.0,0.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78,16,12.5,12.5,7.7,2.6,6.2,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,16,11.1,5.6000000000000005,6.0,3.5999999999999996,16.7,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,15,13.3,20.0,5.3,1.0999999999999999,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,8,12.5,0.0,4.3999999999999995,0.0,0.0,37.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2,0.0,0.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
42,6,0.0,0.0,0.0,7.1,11.1,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,5,0.0,0.0,0.0,6.7,25.0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,6,0.0,0.0,0.0,5.3,12.5,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,5,14.299999999999999,0.0,0.0,6.7,14.299999999999999,42.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,9,0.0,0.0,1.6,3.2,16.7,58.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,1,0.0,0.0,0.0,4.2,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
70,9,0.0,0.0,2.9000000000000004,2.9000000000000004,0.0,66.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35,4,0.0,0.0,0.0,0.0,20.0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42,6,0.0,0.0,0.0,4.8,11.1,55.60000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12,2,0.0,0.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15,3,0.0,0.0,0.0,0.0,0.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,4,0.0,0.0,0.0,8.7,16.7,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,8,0.0,0.0,1.6,3.3000000000000003,0.0,70.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32,3,0.0,0.0,0.0,0.0,0.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2,0.0,0.0,0.0,0.0,0.0,50.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43,6,0.0,0.0,2.3,2.3,0.0,28.599999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51,6,0.0,0.0,2.0,2.0,0.0,28.599999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,2,0.0,0.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69,6,0.0,7.1,0.0,17.4,14.299999999999999,42.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
54,7,0.0,20.0,0.0,1.9,10.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36,6,0.0,14.299999999999999,0.0,2.8000000000000003,0.0,57.099999999999994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,8,0.0,0.0,0.0,6.7,15.4,30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43,11,16.7,8.3,11.600000000000001,2.3,0.0,8.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,8,0.0,0.0,0.0,7.5,15.4,30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
54,10,8.3,8.3,3.6999999999999997,3.6999999999999997,8.3,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,5,16.7,16.7,3.8,3.8,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,7,0.0,0.0,0.0,13.8,18.2,45.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
58,9,0.0,9.1,1.7000000000000002,1.7000000000000002,18.2,45.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90,18,5.0,0.0,4.3999999999999995,3.3000000000000003,5.0,35.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,7,0.0,11.1,4.8,7.1,11.1,11.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,9,0.0,10.0,4.1000000000000005,4.1000000000000005,20.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,13,7.1,21.4,2.7,4.1000000000000005,0.0,28.599999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,0.0,0.0,0.0,16.7,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,10,9.1,9.1,5.1,3.4000000000000004,0.0,9.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,8,0.0,8.3,0.0,5.2,16.7,41.699999999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,16,5.6000000000000005,16.7,4.2,3.3000000000000003,0.0,11.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,10,9.1,0.0,3.0,3.0,9.1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,7,0.0,12.5,1.9,1.9,0.0,12.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,10,9.1,18.2,5.1,3.4000000000000004,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,20,0.0,26.1,2.0,3.4000000000000004,0.0,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,7,0.0,12.5,2.7,5.4,12.5,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38,6,0.0,0.0,2.6,5.3,11.1,44.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,3,0.0,25.0,0.0,0.0,0.0,25.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,5,0.0,20.0,0.0,0.0,0.0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
116,18,9.5,9.5,2.6,3.4000000000000004,4.8,9.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,27,6.9,6.9,8.799999999999999,1.5,6.9,3.4000000000000004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,5,0.0,0.0,0.0,3.2,14.299999999999999,57.099999999999994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11,3,0.0,25.0,0.0,0.0,0.0,75.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,5,0.0,0.0,0.0,4.3,16.7,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,2,33.300000000000004,0.0,10.0,10.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,2,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15,3,0.0,33.300000000000004,0.0,0.0,0.0,66.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14,2,0.0,0.0,0.0,0.0,50.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18,3,0.0,0.0,0.0,0.0,0.0,66.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13,2,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15,3,33.300000000000004,0.0,0.0,0.0,0.0,33.300000000000004,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,2,50.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18,4,25.0,25.0,5.6000000000000005,0.0,0.0,25.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16,2,50.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15,3,33.300000000000004,0.0,0.0,0.0,0.0,66.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13,2,0.0,0.0,7.7,7.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,2,0.0,0.0,0.0,0.0,0.0,50.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,2,0.0,0.0,0.0,0.0,0.0,50.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,2,0.0,0.0,0.0,0.0,0.0,50.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11,2,0.0,0.0,0.0,0.0,0.0,50.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,2,0.0,0.0,0.0,0.0,0.0,50.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,2,0.0,0.0,0.0,0.0,0.0,50.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,2,0.0,0.0,0.0,0.0,0.0,50.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,2,0.0,0.0,0.0,0.0,0.0,50.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11,2,0.0,0.0,0.0,0.0,0.0,50.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16,3,0.0,0.0,0.0,0.0,0.0,66.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19,4,0.0,25.0,0.0,0.0,0.0,50.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,2,0.0,0.0,0.0,0.0,0.0,50.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26,4,0.0,0.0,0.0,0.0,0.0,75.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,2,0.0,0.0,0.0,0.0,0.0,50.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,2,0.0,0.0,0.0,0.0,0.0,50.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,2,0.0,0.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
47,6,0.0,7.7,0.0,17.0,15.4,46.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2,0.0,0.0,0.0,14.299999999999999,33.300000000000004,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,5,0.0,0.0,0.0,13.0,22.2,11.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60,9,0.0,0.0,1.7000000000000002,5.0,7.7,38.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72,12,6.7,6.7,5.6000000000000005,4.2,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,14,0.0,0.0,5.8999999999999995,0.0,0.0,7.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,9,0.0,13.3,1.5,9.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,7,0.0,11.1,4.3,4.3,0.0,11.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,9,20.0,10.0,3.3000000000000003,3.3000000000000003,0.0,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,4,0.0,0.0,5.3,0.0,0.0,75.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,10,8.3,8.3,6.800000000000001,3.4000000000000004,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
